index,topic,requires,difficulty,content,question,Failed_Models_Count,Model,target
chem_chem_comp-chemComp_209-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when explosives are mixed with esters?,../data/safety/chem_chem_comp/chemComp_209.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_211-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when explosives are mixed with metals or elemental alloys (powders, vapors, or sponges)?",../data/safety/chem_chem_comp/chemComp_211.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_212-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when explosives are mixed with metals, elemental alloys (sheets, rods, or moldings)?",../data/safety/chem_chem_comp/chemComp_212.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_213-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when explosives are mixed with toxic metals or metal compounds?,../data/safety/chem_chem_comp/chemComp_213.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_214-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when explosives are mixed with nitrides?,../data/safety/chem_chem_comp/chemComp_214.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_215-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when explosives are mixed with organic peroxides or hydroperoxides?,../data/safety/chem_chem_comp/chemComp_215.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_216-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when explosives are mixed with phenols or cresols?,../data/safety/chem_chem_comp/chemComp_216.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_200-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when combustible or flammable materials, miscellaneous are mixed with oxidizing acids?",../data/safety/chem_chem_comp/chemComp_200.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_201-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when combustible or flammable materials, miscellaneous are mixed with metals, alkali or alkaline earth metals?",../data/safety/chem_chem_comp/chemComp_201.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_202-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when combustible or flammable materials, miscellaneous are mixed with nitrides?",../data/safety/chem_chem_comp/chemComp_202.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_203-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when combustible or flammable materials, miscellaneous are mixed with organic peroxides or hydroperoxides?",../data/safety/chem_chem_comp/chemComp_203.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_204-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when explosives are mixed with non-oxidizing acids?,../data/safety/chem_chem_comp/chemComp_204.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_205-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when explosives are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_205.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_206-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when explosives are mixed with organic acids?,../data/safety/chem_chem_comp/chemComp_206.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_207-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when explosives are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_207.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_192-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when epoxides are mixed with metals or elemental alloys (powders, vapors, or sponges)?",../data/safety/chem_chem_comp/chemComp_192.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_193-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when epoxides are mixed with toxic metals or metal compounds?,../data/safety/chem_chem_comp/chemComp_193.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_194-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when epoxides are mixed with nitrides?,../data/safety/chem_chem_comp/chemComp_194.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_195-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when epoxides are mixed with organic peroxides or hydroperoxides?,../data/safety/chem_chem_comp/chemComp_195.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_197-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when epoxides are mixed with organic phosphates, phosphothioates or phosphodithioates?",../data/safety/chem_chem_comp/chemComp_197.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 1, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_199-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when combustible or flammable materials, miscellaneous are mixed with non-oxidizing acids?",../data/safety/chem_chem_comp/chemComp_199.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_2-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when alcohols or glycols are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_2.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_20-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when carbamates are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_20.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_176-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when inorganic sulfides are mixed with organic peroxides or hydroperoxides?,../data/safety/chem_chem_comp/chemComp_176.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_178-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when epoxides are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_178.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_18-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when carbamates are mixed with non-oxidizing acids?,../data/safety/chem_chem_comp/chemComp_18.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_181-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when epoxides are mixed with aldehydes?,../data/safety/chem_chem_comp/chemComp_181.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 1, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_183-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when epoxides are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_183.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_185-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when epoxides are mixed with cyanides?,../data/safety/chem_chem_comp/chemComp_185.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
chem_chem_comp-chemComp_19-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when carbamates are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_19.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
